ID,language,title,abstract,lowerCorner,upperCorner,link,download,protocol,source,subject
"MPOG:Recursos_Hidricos","pt","Recursos_Hidricos(MPOG:Recursos_Hidricos)","","-60.673 -31.331","-34.873 2.82","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Recursos_Hidricos","WFS","INDE",""
"ICA:RegiaoInformacaoVoo17set15","pt","RegiaoInformacaoVoo17set15(ICA:RegiaoInformacaoVoo17set15)","","-73.98555553 -35.9365599994831","-9.999444444 7.666666667","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=ICA:RegiaoInformacaoVoo17set15","WFS","INDE","features,RegiaoInformacaoVoo17set15"
"MPOG:Rodovias","pt","Rodovias(MPOG:Rodovias)","","-51.83223528014373 -21.315399276076217","-51.83196072300269 -21.315124718935177","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Rodovias","WFS","INDE","Rodovias,features"
"MPOG:SNSA","pt","SNSA(MPOG:SNSA)","","-73.9913915619595 -33.752013692506786","-32.3924574827765 5.271789907204701","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:SNSA","WFS","INDE","features,SNSA"
"MPOG:Saneamento","pt","Saneamento(MPOG:Saneamento)","","-72.899 -33.69","-34.815 4.603","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Saneamento","WFS","INDE",""
"MPOG:Seguranca_Publica","pt","Seguranca_Publica(MPOG:Seguranca_Publica)","","-47.933 -15.828","-47.889 -15.771","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Seguranca_Publica","WFS","INDE",""
"MPOG:TerritoriosCidadania","pt","TerritoriosCidadania(MPOG:TerritoriosCidadania)","","-73.992 -33.753","-32.393 5.271","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:TerritoriosCidadania","WFS","INDE",""
"MPOG:Transmissao_de_Energia_Eletrica","pt","Transmissao_de_Energia_Eletrica(MPOG:Transmissao_de_Energia_Eletrica)","","-56.437 -30.033","-34.868 -1.456","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Transmissao_de_Energia_Eletrica","WFS","INDE",""
"MPOG:Transporte_Ferroviario","pt","Transporte_Ferroviario(MPOG:Transporte_Ferroviario)","","-57.884 -27.1","-34.914 -1.497","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Transporte_Ferroviario","WFS","INDE",""
"MPOG:Transporte_Ferroviario_TAV","pt","Transporte_Ferroviario_TAV(MPOG:Transporte_Ferroviario_TAV)","","-47.134 -23.548","-43.208 -22.536","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Transporte_Ferroviario_TAV","WFS","INDE",""
"MPOG:Transporte_Hidroviario","pt","Transporte_Hidroviario(MPOG:Transporte_Hidroviario)","","-60.011 -9.756","-48.372 -3.132","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Transporte_Hidroviario","WFS","INDE",""
"MPOG:Transporte_Hidroviario_Hidrovias","pt","Transporte_Hidroviario_Hidrovias(MPOG:Transporte_Hidroviario_Hidrovias)","","-63.486 -25.695","-35.904 -2.605","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Transporte_Hidroviario_Hidrovias","WFS","INDE",""
"MPOG:Transporte_Maritimo_Portos","pt","Transporte_Maritimo_Portos(MPOG:Transporte_Maritimo_Portos)","","-52.072 -32.032","-34.881 -1.52","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Transporte_Maritimo_Portos","WFS","INDE",""
"MPOG:Transporte_Rodoviario_Acesso","pt","Transporte_Rodoviario_Acesso(MPOG:Transporte_Rodoviario_Acesso)","","-52.086 -32.048","-48.618 -26.241","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Transporte_Rodoviario_Acesso","WFS","INDE",""
"MPOG:Transporte_Rodoviario_Adequacao_BR","pt","Transporte_Rodoviario_Adequacao_BR(MPOG:Transporte_Rodoviario_Adequacao_BR)","","-56.531 -32.565","-34.894 -6.42","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Transporte_Rodoviario_Adequacao_BR","WFS","INDE",""
"MPOG:Transporte_Rodoviario_Anel_BH","pt","Transporte_Rodoviario_Anel_BH(MPOG:Transporte_Rodoviario_Anel_BH)","","-44.007 -19.933","-43.896 -19.856","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Transporte_Rodoviario_Anel_BH","WFS","INDE",""
"MPOG:Transporte_Rodoviario_Arco_RJ","pt","Transporte_Rodoviario_Arco_RJ(MPOG:Transporte_Rodoviario_Arco_RJ)","","-43.091 -22.771","-42.923 -22.657","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Transporte_Rodoviario_Arco_RJ","WFS","INDE",""
"MPOG:Transporte_Rodoviario_Construcao","pt","Transporte_Rodoviario_Construcao(MPOG:Transporte_Rodoviario_Construcao)","","-72.892 -29.973","-37.736 0.674","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Transporte_Rodoviario_Construcao","WFS","INDE",""
"MPOG:Transporte_Rodoviario_Rodoanel_SP","pt","Transporte_Rodoviario_Rodoanel_SP(MPOG:Transporte_Rodoviario_Rodoanel_SP)","","-46.834 -23.808","-46.324 -23.406","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Transporte_Rodoviario_Rodoanel_SP","WFS","INDE",""
"MPOG:UBS","pt","UBS(MPOG:UBS)","","-72.895 -33.525","-34.828 4.48","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:UBS","WFS","INDE",""
"MPOG:UPA","pt","UPA(MPOG:UPA)","","-67.81 -32.035","-34.834 -1.197","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:UPA","WFS","INDE",""
"MPOG:Urbanizacao_de_assentamentos_precarios","pt","Urbanizacao_de_assentamentos_precarios(MPOG:Urbanizacao_de_assentamentos_precarios)","","-77.81785382305284 -39.98835382305284","-27.51714617694716 10.31235382305284","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:Urbanizacao_de_assentamentos_precarios","WFS","INDE",""
"ICA:cgi17set15","pt","cgi17set15(ICA:cgi17set15)","","-57.7643356323242 -33.7236709594727","-34.798885345459 3.8417501449585","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=ICA:cgi17set15","WFS","INDE","features,cgi17set15"
"MPOG:cosinplan_rede_ferroviaria","pt","cosinplan_rede_ferroviaria(MPOG:cosinplan_rede_ferroviaria)","","-74.86358989769496 -35.1768722063424","-32.62306358804365 7.063654103308917","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:cosinplan_rede_ferroviaria","WFS","INDE","features,cosinplan_rede_ferroviaria"
"MPOG:cosiplan2","pt","cosiplan2(MPOG:cosiplan2)","","-69.5668544292817 -32.571369488933456","-35.473868 3.844404458873223","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:cosiplan2","WFS","INDE","features,cosiplan2"
"MPOG:cosiplan_aeroportos1","pt","cosiplan_aeroportos1(MPOG:cosiplan_aeroportos1)","","-72.77 -32.079999999150466","-32.42 3.8399999998737373","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:cosiplan_aeroportos1","WFS","INDE","features,cosiplan_aeroportos1"
"MPOG:cosiplan_linhas_de_trasmissao","pt","cosiplan_linhas_de_trasmissao(MPOG:cosiplan_linhas_de_trasmissao)","","-67.7107294469762 -32.055089526242114","-34.8600144163816 -1.325669998428605","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:cosiplan_linhas_de_trasmissao","WFS","INDE","features,cosiplan_linhas_de_trasmissao"
"MPOG:cosiplan_pontes","pt","cosiplan_pontes(MPOG:cosiplan_pontes)","","-57.5595782142875 -30.20985106873673","-36.8210704479504 -5.09574641885466","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:cosiplan_pontes","WFS","INDE","cosiplan_pontes,features"
"MPOG:cosiplan_portos","pt","cosiplan_portos(MPOG:cosiplan_portos)","","-72.899895 -33.4985999991312","-32.411 3.8236039998742735","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:cosiplan_portos","WFS","INDE","Portos,features"
"MPOG:cosiplan_portos_secos","pt","cosiplan_portos_secos(MPOG:cosiplan_portos_secos)","","-63.49265207958521 -32.72213207913766","-31.699549920414782 -0.9290299199672265","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MPOG:cosiplan_portos_secos","WFS","INDE","cosiplan_portos_secos,features"
"MDS:cras_2011","pt","cras_2011(MDS:cras_2011)","","-72.8975985965729 -33.6905392","-32.4113068 4.5999664","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=MDS:cras_2011","WFS","INDE","cras_2011,features"
"SAE:dif_eta_hadgem2-es_hist_20km_prec_1961-1990_jja","pt","dif_eta_hadgem2-es_hist_20km_prec_1961-1990_jja(SAE:dif_eta_hadgem2-es_hist_20km_prec_1961-1990_jja)","","-100.0 -49.99999999907137","-34.799999237060504 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_hist_20km_prec_1961-1990_jja","WFS","INDE","features,dif_eta_hadgem2-es_hist_20km_prec_1961-1990_jja"
"SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2011-2040_djf","pt","dif_eta_hadgem2-es_rcp45_20km_prec_2011-2040_djf(SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2011-2040_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2011-2040_djf","WFS","INDE","dif_eta_hadgem2-es_rcp45_20km_prec_2011-2040_djf,features"
"SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2011-2040_jja","pt","dif_eta_hadgem2-es_rcp45_20km_prec_2011-2040_jja(SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2011-2040_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2011-2040_jja","WFS","INDE","dif_eta_hadgem2-es_rcp45_20km_prec_2011-2040_jja,features"
"SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2041-2070_djf","pt","dif_eta_hadgem2-es_rcp45_20km_prec_2041-2070_djf(SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2041-2070_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2041-2070_djf","WFS","INDE","features,dif_eta_hadgem2-es_rcp45_20km_prec_2041-2070_djf"
"SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2041-2070_jja","pt","dif_eta_hadgem2-es_rcp45_20km_prec_2041-2070_jja(SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2041-2070_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2041-2070_jja","WFS","INDE","dif_eta_hadgem2-es_rcp45_20km_prec_2041-2070_jja,features"
"SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2071-2099_djf","pt","dif_eta_hadgem2-es_rcp45_20km_prec_2071-2099_djf(SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2071-2099_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2071-2099_djf","WFS","INDE","features,dif_eta_hadgem2-es_rcp45_20km_prec_2071-2099_djf"
"SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2071-2099_jja","pt","dif_eta_hadgem2-es_rcp45_20km_prec_2071-2099_jja(SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2071-2099_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp45_20km_prec_2071-2099_jja","WFS","INDE","dif_eta_hadgem2-es_rcp45_20km_prec_2071-2099_jja,features"
"SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2011-2040_djf","pt","dif_eta_hadgem2-es_rcp45_20km_tp2m_2011-2040_djf(SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2011-2040_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2011-2040_djf","WFS","INDE","features,dif_eta_hadgem2-es_rcp45_20km_tp2m_2011-2040_djf"
"SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2011-2040_jja","pt","dif_eta_hadgem2-es_rcp45_20km_tp2m_2011-2040_jja(SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2011-2040_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2011-2040_jja","WFS","INDE","dif_eta_hadgem2-es_rcp45_20km_tp2m_2011-2040_jja,features"
"SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2041-2070_djf","pt","dif_eta_hadgem2-es_rcp45_20km_tp2m_2041-2070_djf(SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2041-2070_djf)","","-105.88099123411743 -52.38099123404262","-23.319007621473375 30.18099237860144","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2041-2070_djf","WFS","INDE","dif_eta_hadgem2-es_rcp45_20km_tp2m_2041-2070_djf,features"
"SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2041-2070_jja","pt","dif_eta_hadgem2-es_rcp45_20km_tp2m_2041-2070_jja(SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2041-2070_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2041-2070_jja","WFS","INDE","features,dif_eta_hadgem2-es_rcp45_20km_tp2m_2041-2070_jja"
"SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2071-2099_djf","pt","dif_eta_hadgem2-es_rcp45_20km_tp2m_2071-2099_djf(SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2071-2099_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2071-2099_djf","WFS","INDE","dif_eta_hadgem2-es_rcp45_20km_tp2m_2071-2099_djf,features"
"SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2071-2099_jja","pt","dif_eta_hadgem2-es_rcp45_20km_tp2m_2071-2099_jja(SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2071-2099_jja)","","-104.2780000105732 -50.77800001049839","-24.921998845017608 28.57800115505721","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp45_20km_tp2m_2071-2099_jja","WFS","INDE","features,dif_eta_hadgem2-es_rcp45_20km_tp2m_2071-2099_jja"
"SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2011-2040_djf","pt","dif_eta_hadgem2-es_rcp85_20km_prec_2011-2040_djf(SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2011-2040_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2011-2040_djf","WFS","INDE","features,dif_eta_hadgem2-es_rcp85_20km_prec_2011-2040_djf"
"SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2011-2040_jja","pt","dif_eta_hadgem2-es_rcp85_20km_prec_2011-2040_jja(SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2011-2040_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2011-2040_jja","WFS","INDE","features,dif_eta_hadgem2-es_rcp85_20km_prec_2011-2040_jja"
"SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2041-2070_djf","pt","dif_eta_hadgem2-es_rcp85_20km_prec_2041-2070_djf(SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2041-2070_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2041-2070_djf","WFS","INDE","features,dif_eta_hadgem2-es_rcp85_20km_prec_2041-2070_djf"
"SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2041-2070_jja","pt","dif_eta_hadgem2-es_rcp85_20km_prec_2041-2070_jja(SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2041-2070_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2041-2070_jja","WFS","INDE","features,dif_eta_hadgem2-es_rcp85_20km_prec_2041-2070_jja"
"SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2071-2099_djf","pt","dif_eta_hadgem2-es_rcp85_20km_prec_2071-2099_djf(SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2071-2099_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2071-2099_djf","WFS","INDE","dif_eta_hadgem2-es_rcp85_20km_prec_2071-2099_djf,features"
"SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2071-2099_jja","pt","dif_eta_hadgem2-es_rcp85_20km_prec_2071-2099_jja(SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2071-2099_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp85_20km_prec_2071-2099_jja","WFS","INDE","features,dif_eta_hadgem2-es_rcp85_20km_prec_2071-2099_jja"
"SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2011-2040_djf","pt","dif_eta_hadgem2-es_rcp85_20km_tp2m_2011-2040_djf(SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2011-2040_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2011-2040_djf","WFS","INDE","features,dif_eta_hadgem2-es_rcp85_20km_tp2m_2011-2040_djf"
"SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2011-2040_jja","pt","dif_eta_hadgem2-es_rcp85_20km_tp2m_2011-2040_jja(SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2011-2040_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2011-2040_jja","WFS","INDE","dif_eta_hadgem2-es_rcp85_20km_tp2m_2011-2040_jja,features"
"SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2041-2070_djf","pt","dif_eta_hadgem2-es_rcp85_20km_tp2m_2041-2070_djf(SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2041-2070_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2041-2070_djf","WFS","INDE","dif_eta_hadgem2-es_rcp85_20km_tp2m_2041-2070_djf,features"
"SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2041-2070_jja","pt","dif_eta_hadgem2-es_rcp85_20km_tp2m_2041-2070_jja(SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2041-2070_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2041-2070_jja","WFS","INDE","dif_eta_hadgem2-es_rcp85_20km_tp2m_2041-2070_jja,features"
"SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2071-2099_djf","pt","dif_eta_hadgem2-es_rcp85_20km_tp2m_2071-2099_djf(SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2071-2099_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2071-2099_djf","WFS","INDE","features,dif_eta_hadgem2-es_rcp85_20km_tp2m_2071-2099_djf"
"SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2071-2099_jja","pt","dif_eta_hadgem2-es_rcp85_20km_tp2m_2071-2099_jja(SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2071-2099_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_hadgem2-es_rcp85_20km_tp2m_2071-2099_jja","WFS","INDE","dif_eta_hadgem2-es_rcp85_20km_tp2m_2071-2099_jja,features"
"SAE:dif_eta_miroc5_rcp45_20km_prec_2011-2040_djf","pt","dif_eta_miroc5_rcp45_20km_prec_2011-2040_djf(SAE:dif_eta_miroc5_rcp45_20km_prec_2011-2040_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp45_20km_prec_2011-2040_djf","WFS","INDE","features,dif_eta_miroc5_rcp45_20km_prec_2011-2040_djf"
"SAE:dif_eta_miroc5_rcp45_20km_prec_2011-2040_jja","pt","dif_eta_miroc5_rcp45_20km_prec_2011-2040_jja(SAE:dif_eta_miroc5_rcp45_20km_prec_2011-2040_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp45_20km_prec_2011-2040_jja","WFS","INDE","features,dif_eta_miroc5_rcp45_20km_prec_2011-2040_jja"
"SAE:dif_eta_miroc5_rcp45_20km_prec_2041-2070_djf","pt","dif_eta_miroc5_rcp45_20km_prec_2041-2070_djf(SAE:dif_eta_miroc5_rcp45_20km_prec_2041-2070_djf)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp45_20km_prec_2041-2070_djf","WFS","INDE","dif_eta_miroc5_rcp45_20km_prec_2041-2070_djf,features"
"SAE:dif_eta_miroc5_rcp45_20km_prec_2041-2070_jja","pt","dif_eta_miroc5_rcp45_20km_prec_2041-2070_jja(SAE:dif_eta_miroc5_rcp45_20km_prec_2041-2070_jja)","","-100.0 -49.99999999907137","-29.1999988555908 27.800001143630194","","http://www.geoservicos.inde.gov.br/geoserver/wfs?request=GetFeature&service=wfs&acceptFormats=application%2Fxml&typename=SAE:dif_eta_miroc5_rcp45_20km_prec_2041-2070_jja","WFS","INDE","features,dif_eta_miroc5_rcp45_20km_prec_2041-2070_jja"
